,date,name,position,seniority,location,studio,client,project,team_name,engagement
183,2023-04-10,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.1
184,2023-04-11,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.34
185,2023-04-12,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.14
186,2023-04-13,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.05
187,2023-04-14,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.5
188,2023-04-17,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.52
189,2023-04-18,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.47
190,2023-04-19,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.42
191,2023-04-20,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.34
192,2023-04-21,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.4
193,2023-04-24,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.11
194,2023-04-25,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.13
195,2023-04-26,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.23
196,2023-04-27,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.4
197,2023-04-28,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.05
198,2023-04-29,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.18
199,2023-05-02,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.17
200,2023-05-03,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.35
201,2023-05-04,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.19
202,2023-05-05,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.31
203,2023-05-06,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.13
204,2023-05-08,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.13
205,2023-05-09,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.43
206,2023-05-10,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.19
207,2023-05-11,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.08
208,2023-05-12,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.3
209,2023-05-13,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.22
210,2023-05-15,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.21
211,2023-05-16,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,4.44
212,2023-05-17,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.53
213,2023-05-18,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.98
214,2023-05-19,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.43
215,2023-05-20,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.38
216,2023-05-22,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.33
217,2023-05-23,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.28
218,2023-05-24,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.23
219,2023-05-25,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.18
220,2023-05-26,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.63
221,2023-05-27,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.08
222,2023-05-29,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.03
223,2023-05-30,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.98
224,2023-05-31,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.93
225,2023-06-01,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.88
226,2023-06-02,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.83
227,2023-06-03,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.28
228,2023-06-05,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.73
229,2023-06-06,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.68
230,2023-06-07,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.63
231,2023-06-08,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.58
232,2023-06-09,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.53
233,2023-06-10,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.48
234,2023-06-12,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.93
235,2023-06-13,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.38
236,2023-06-14,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.53
237,2023-06-15,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.98
238,2023-06-16,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.43
239,2023-06-17,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.38
240,2023-06-19,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.33
241,2023-06-20,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.28
242,2023-06-21,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.23
243,2023-06-22,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.18
244,2023-06-23,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.63
245,2023-06-24,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.08
246,2023-06-26,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.03
247,2023-06-27,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.98
248,2023-06-28,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.93
249,2023-06-29,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.88
250,2023-06-30,Mariana Bravo,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.83
251,2023-01-02,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.57
252,2023-01-03,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.39
253,2023-01-04,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.03
254,2023-01-05,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.6
255,2023-01-06,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.5
256,2023-01-09,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.27
257,2023-01-10,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.85
258,2023-01-11,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.31
259,2023-01-12,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.65
260,2023-01-13,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.58
261,2023-01-16,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.66
262,2023-01-17,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.73
263,2023-01-18,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.54
264,2023-01-19,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.32
265,2023-01-20,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.41
266,2023-01-23,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,0.0
267,2023-01-24,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,0.0
268,2023-01-25,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.6
269,2023-01-26,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.68
270,2023-01-27,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.17
271,2023-01-30,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.65
272,2023-01-31,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.65
273,2023-02-01,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.46
274,2023-02-02,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.81
275,2023-02-03,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.81
276,2023-02-07,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.6
277,2023-02-08,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.21
278,2023-02-09,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.86
279,2023-02-10,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.15
280,2023-02-13,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.11
281,2023-02-14,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.63
282,2023-02-15,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.89
283,2023-02-16,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.85
284,2023-02-17,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.4
285,2023-02-20,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.73
286,2023-02-21,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.22
287,2023-02-22,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,0.0
288,2023-02-23,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,0.0
289,2023-02-24,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.58
290,2023-02-27,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.24
291,2023-02-28,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.01
292,2023-03-01,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.73
293,2023-03-02,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.01
294,2023-03-03,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.73
295,2023-03-06,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.38
296,2023-03-07,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.37
297,2023-03-08,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.26
298,2023-03-09,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.34
299,2023-03-10,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.86
300,2023-03-13,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,0.0
301,2023-03-14,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.41
302,2023-03-15,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.99
303,2023-03-16,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.69
304,2023-03-17,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.43
305,2023-03-21,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.78
306,2023-03-22,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.94
307,2023-03-23,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.0
308,2023-03-24,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.48
309,2023-03-27,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.16
310,2023-03-28,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.07
311,2023-03-29,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.09
312,2023-03-30,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.45
313,2023-03-31,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.34
314,2023-04-03,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,1.96
315,2023-04-04,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.18
316,2023-04-05,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.49
317,2023-04-06,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,0.0
318,2023-04-10,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.32
319,2023-04-11,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.88
320,2023-04-12,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.48
321,2023-04-13,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.75
322,2023-04-14,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.6
323,2023-04-17,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.64
324,2023-04-18,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.37
325,2023-04-19,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.1
326,2023-04-20,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.89
327,2023-04-21,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.45
328,2023-04-24,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.44
329,2023-04-25,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.18
330,2023-04-26,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.1
331,2023-04-27,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.97
332,2023-04-28,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.08
333,2023-04-29,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,3.54
334,2023-05-02,Ana Aguayo,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,Atlas Initiative,Breaking Badger,2.94
